ensembl_gene_id	chromosome_name	start_position	end_position	external_gene_name
Os04g0394300	4	19383372	19391614	OsC3H27
Os04g0394500	4	19398528	19401939	OsRPC53
Os04g0394700	4	19411490	19418703	""
Os04g0394733	4	19419971	19420223	""
Os04g0394766	4	19420010	19421094	""
ENSRNA049475843	4	19420074	19420205	MIR169_2
Os04g0395100	4	19430045	19435342	""
Os04g0395600	4	19453774	19458208	OsAFB2
Os04g0395651	4	19455050	19457385	""
Os04g0395700	4	19479857	19484468	""
Os04g0395800	4	19492605	19497140	OsJAZ11
Os04g0395900	4	19498820	19504766	""
Os04g0396500	4	19563980	19575929	LAX2
Os04g0396550	4	19566018	19566769	""
Os04g0396800	4	19591901	19595239	OsSCP24
Os04g0397000	4	19598206	19600818	dad-1
Os04g0397100	4	19601466	19603306	ClpC1
Os04g0397400	4	19612338	19612689	""
Os04g0397500	4	19612844	19613317	""
Os04g0397700	4	19627302	19630185	""
Os04g0397601	4	19629517	19629745	""
Os04g0397800	4	19636918	19638406	""
Os04g0397901	4	19640800	19642141	""
Os04g0398000	4	19651665	19656024	OsERF101
Os04g0398300	4	19679498	19681906	""
Os04g0398400	4	19684933	19685623	""
Os04g0398500	4	19685272	19687980	""
Os04g0398600	4	19690552	19694676	""
Os04g0398700	4	19693167	19694275	PS1
Os04g0398800	4	19695374	19709946	""
Os04g0398900	4	19710926	19711503	""
Os04g0399000	4	19710955	19716627	""
ENSRNA049448418	4	19711719	19711799	tRNA-Leu
Os04g0399200	4	19716632	19716949	""
Os04g0399300	4	19735871	19739665	""
Os04g0399600	4	19760417	19771566	""
Os04g0399800	4	19790424	19791452	OsERF#082
Os04g0400000	4	19796632	19800392	""
Os04g0400600	4	19819412	19820288	""
Os04g0400700	4	19820747	19822949	""
Os04g0400800	4	19826390	19827902	""
Os04g0401000	4	19835206	19836892	PI21
Os04g0401100	4	19841573	19844276	""
Os04g0401200	4	19849117	19850578	OSJNBb0012E08.2
Os04g0401300	4	19851402	19859052	OsCBSCBS4
Os04g0401400	4	19865447	19867384	""
Os04g0401700	4	19886674	19892355	HAK1
Os04g0401751	4	19890377	19892084	""
Os04g0401800	4	19893402	19896710	""
Os04g0401900	4	19900237	19901511	""
Os04g0402100	4	19913312	19916747	OsCNX
Os04g0402200	4	19921005	19929376	""
Os04g0402250	4	19924408	19928041	""
Os04g0402300	4	19933241	19937491	""
Os04g0402500	4	19941027	19942075	""
Os04g0402700	4	19962993	19963556	""
Os04g0403200	4	19994477	19996158	SIP23
Os04g0403300	4	20009203	20009525	""
Os04g0403400	4	20009913	20015529	""
Os04g0403450	4	20013903	20014348	""
Os04g0403500	4	20015782	20019593	""
Os04g0403600	4	20020086	20020399	""
Os04g0403701	4	20021226	20025141	OsPP2C39
Os04g0403900	4	20046002	20046917	""
Os04g0404000	4	20047576	20048091	""
Os04g0404100	4	20057376	20057910	""
Os04g0404400	4	20065198	20066677	OsEnS-64
Os04g0404601	4	20065421	20066469	""
Os04g0404800	4	20077907	20082924	""
Os04g0404900	4	20083925	20091641	""
Os04g0405000	4	20099595	20099956	ClpD2
Os04g0405100	4	20100165	20103018	""
Os04g0405150	4	20100614	20102936	""
Os04g0405300	4	20109577	20110741	OsSDR110C-MS3
Os04g0405401	4	20117097	20119136	""
Os04g0405500	4	20120596	20122056	""
Os04g0405600	4	20124675	20131045	""
Os04g0405700	4	20131283	20133400	""
Os04g0405800	4	20139175	20141767	""
Os04g0405900	4	20143778	20145831	""
Os04g0406300	4	20158243	20159171	""
Os04g0406600	4	20169585	20171246	""
Os04g0407300	4	20186829	20189403	""
Os04g0407500	4	20195358	20196270	""
Os04g0407350	4	20200158	20201698	""
Os04g0407800	4	20200632	20201883	OsGA2ox11
Os04g0407850	4	20211382	20212986	""
Os04g0407900	4	20211572	20213269	""
Os04g0408600	4	20221253	20223066	""
Os04g0408650	4	20224676	20225094	""
Os04g0408700	4	20224698	20226415	S1FA2
Os04g0408801	4	20229021	20229438	""
Os04g0408900	4	20229041	20231079	S1FA1
Os04g0409100	4	20236417	20238126	OsFbox207
Os04g0409200	4	20240211	20243460	OsBEIIa
Os04g0409500	4	20245226	20249942	""
Os04g0409600	4	20250090	20255721	""
Os04g0409900	4	20256143	20259273	OsNIN4
Os04g0410050	4	20256626	20259226	""
Os04g0410200	4	20260053	20261564	""
Os04g0410250	4	20261677	20263159	""
Os04g0410300	4	20276163	20279226	""
Os04g0410400	4	20280360	20281976	""
Os04g0410700	4	20282714	20286792	""
Os04g0410600	4	20283513	20285410	OsPAP21a
Os04g0411100	4	20300878	20310009	""
Os04g0411200	4	20305505	20306039	""
Os04g0411300	4	20310155	20318136	""
Os04g0411400	4	20319029	20321385	Rcn4
Os04g0411651	4	20341271	20341857	""
Os04g0411800	4	20343298	20344950	""
Os04g0412000	4	20348436	20353555	""
Os04g0412100	4	20358641	20359628	""
Os04g0412200	4	20365639	20369223	""
Os04g0412225	4	20368516	20369054	""
Os04g0412250	4	20371930	20372843	""
Os04g0412300	4	20372912	20377754	OSJNBa0073L04.8
Os04g0412350	4	20380473	20381653	""
Os04g0412500	4	20388100	20390005	OsalphaCA2
ENSRNA049447883	4	20390384	20390455	tRNA-Cys
Os04g0412700	4	20391988	20393083	""
Os04g0412800	4	20393546	20395280	OsGRL8
Os04g0412900	4	20398097	20405746	""
Os04g0413000	4	20406006	20410406	OsABCB27
Os04g0413100	4	20411176	20411853	""
Os04g0413200	4	20412316	20415240	OSINV4
Os04g0413301	4	20412374	20414838	""
Os04g0413500	4	20422171	20426921	GIF1
Os04g0413600	4	20432529	20435754	""
Os04g0413900	4	20443290	20444608	OsS40-6
Os04g0413950	4	20446856	20450972	""
Os04g0414000	4	20446867	20451616	""
Os04g0414100	4	20457962	20462940	OJ000126_13.12
Os04g0414250	4	20470608	20470832	""
Os04g0414300	4	20484148	20485191	""
Os04g0414400	4	20485333	20485689	OsGRP4
Os04g0414500	4	20485797	20487086	OsFbox208
Os04g0414700	4	20496054	20497009	""
Os04g0414800	4	20499421	20501058	""
Os04g0414850	4	20499561	20501024	""
Os04g0414900	4	20506819	20508788	""
Os04g0415000	4	20508625	20509566	""
Os04g0415100	4	20519136	20520509	OsOFP10
Os04g0415200	4	20526110	20528248	""
Os04g0415401	4	20528785	20530318	""
Os04g0415600	4	20533890	20534645	COPT4
Os04g0415800	4	20543471	20543934	OsLTPd6
Os04g0415900	4	20547192	20548369	OsLTPd7
Os04g0416000	4	20548896	20550959	OJ991214_12.13
Os04g0416100	4	20549988	20555142	Orysa
Os04g0416400	4	20559959	20564905	Os2-Cys
Os04g0416450	4	20567848	20570809	""
Os04g0416500	4	20568655	20571227	""
Os04g0416700	4	20579386	20580531	OJ991214_12.17
Os04g0416900	4	20590633	20591148	""
Os04g0417000	4	20592809	20596141	OsALMT1
Os04g0417400	4	20610145	20611500	""
Os04g0417600	4	20624277	20626071	OsVQ15
Os04g0417750	4	20635771	20636444	""
Os04g0417800	4	20640443	20645375	OsWD40-100
Os04g0418000	4	20653716	20657117	SDH5
Os04g0418100	4	20661060	20661752	""
Os04g0418300	4	20688214	20691055	""
Os04g0418500	4	20690867	20692518	OsPUB46
Os04g0418600	4	20698942	20699295	""
Os04g0418800	4	20708033	20709830	""
Os04g0418900	4	20711241	20712557	""
Os04g0419100	4	20716594	20717566	""
Os04g0419200	4	20724667	20726477	""
Os04g0419400	4	20728134	20728840	""
Os04g0419550	4	20734444	20735342	""
Os04g0419600	4	20738833	20740297	""
Os04g0419700	4	20742118	20744600	""
Os04g0419750	4	20742181	20744523	""
Os04g0419800	4	20757758	20765190	""
Os04g0419900	4	20758076	20760630	YK18
Os04g0420033	4	20768925	20771468	""
Os04g0420166	4	20769021	20771393	""
Os04g0420300	4	20779171	20781691	OsRLCK150
Os04g0420500	4	20789460	20793872	""
Os04g0420600	4	20790084	20792816	""
Os04g0420700	4	20811155	20812787	""
Os04g0420801	4	20814255	20820363	""
Os04g0420900	4	20817908	20820655	""
Os04g0421700	4	20847290	20851602	""
Os04g0421800	4	20852260	20853639	""
Os04g0421850	4	20858074	20858636	""
Os04g0421900	4	20862593	20872470	SEC5
Os04g0422000	4	20873336	20876370	OsFBN5
Os04g0422200	4	20880786	20881423	OsENODL13
Os04g0422300	4	20882277	20885593	""
Os04g0422500	4	20892244	20892858	""
Os04g0422600	4	20897566	20902860	""
Os04g0422700	4	20904166	20905329	""
Os04g0422900	4	20911398	20914480	""
Os04g0422950	4	20914522	20916314	""
Os04g0423100	4	20924191	20926252	""
Os04g0423200	4	20927838	20928900	""
Os04g0423400	4	20934960	20936052	OsAsr2
Os04g0423600	4	20941052	20948918	OsSET18
Os04g0423700	4	20949658	20952802	Asr6
Os04g0423800	4	20954485	20955826	prx54
Os04g0424200	4	20966881	20972795	""
Os04g0425100	4	21001722	21010737	""
Os04g0425800	4	21004392	21010335	""
Os04g0428002	4	21182977	21184287	""
Os04g0428300	4	21207698	21208285	""
Os04g0428500	4	21214944	21215985	""
Os04g0428900	4	21227408	21230736	""
Os04g0428950	4	21232622	21235366	OSJNBa0042L16.6
Os04g0429050	4	21248865	21249599	OsERF#100
Os04g0429087	4	21257080	21257180	""
Os04g0429100	4	21258050	21262812	OsSET19
Os04g0429200	4	21264024	21268224	""
Os04g0429300	4	21271609	21274073	OsbHLH145
Os04g0429400	4	21276704	21279864	OsbHLH144
Os04g0429450	4	21279804	21281662	""
Os04g0429500	4	21281751	21283878	OsCslH2
Os04g0429600	4	21288252	21293643	OsCslH3
Os04g0429800	4	21310430	21318190	OsNaPRT2
Os04g0429850	4	21310467	21318045	""
Os04g0429900	4	21319691	21320542	""
Os04g0430000	4	21324278	21326956	OsRLCK151
Os04g0430100	4	21329624	21332186	RPS10-1
Os04g0430150	4	21329835	21332158	""
Os04g0430200	4	21332222	21335533	""
Os04g0430400	4	21340765	21344572	""
Os04g0430600	4	21350888	21353253	""
Os04g0430700	4	21358943	21361513	OsSub41
Os04g0430800	4	21361483	21365478	""
Os04g0430900	4	21368550	21371720	OsMRS2-8
Os04g0430950	4	21373466	21376843	""
Os04g0431000	4	21374899	21377151	""
Os04g0431100	4	21377338	21379536	OSJNBa0084A10.6
Os04g0431200	4	21380985	21385639	OsDRF1
Os04g0431300	4	21385573	21387573	""
Os04g0431700	4	21396879	21401829	Bph6
Os04g0431800	4	21402615	21405379	OSJNBa0084A10.10
Os04g0432000	4	21414495	21419953	SAPK7
Os04g0432100	4	21424187	21425721	OSJNBa0084A10.13
Os04g0432200	4	21428227	21430913	""
Os04g0432250	4	21443082	21445488	""
Os04g0432300	4	21447893	21449455	OSJNBa0084A10.15
Os04g0432400	4	21451563	21456038	OsNIN7
Os04g0432500	4	21462142	21465040	PDIL5
Os04g0432600	4	21466501	21468612	""
Os04g0432800	4	21468980	21470947	""
Os04g0433000	4	21491470	21494242	""
Os04g0433100	4	21506157	21507281	""
Os04g0433200	4	21513469	21518918	""
Os04g0433300	4	21525319	21526256	""
Os04g0433600	4	21539457	21543570	""
Os04g0433800	4	21547173	21558299	OsRecQl4
Os04g0433900	4	21559486	21565988	""
Os04g0434300	4	21591792	21595222	""
Os04g0434400	4	21595744	21597780	OsEnS-66
Os04g0434500	4	21600673	21601888	OsZHD8
Os04g0434700	4	21609418	21609861	""
Os04g0434600	4	21609873	21620083	""
Os04g0434800	4	21622953	21627231	OsAPx7
Os04g0434900	4	21629493	21630229	""
Os04g0435000	4	21635403	21635813	""
Os04g0435100	4	21637785	21642587	OsBAT7
Os04g0435200	4	21641511	21643147	""
Os04g0435300	4	21643960	21658120	""
Os04g0435325	4	21650405	21650715	""
Os04g0435350	4	21652387	21652820	""
Os04g0435402	4	21654339	21654767	""
Os04g0435450	4	21656698	21658847	""
Os04g0435475	4	21661225	21661772	""
Os04g0435500	4	21662080	21664310	OsTCHQD1
Os04g0435700	4	21682613	21688122	""
Os04g0436000	4	21692755	21693624	""
Os04g0436100	4	21695578	21698610	""
Os04g0436300	4	21699925	21702992	PDIL1
Os04g0436400	4	21706092	21712088	""
Os04g0436700	4	21718645	21719316	""
Os04g0436800	4	21725407	21728228	""
Os04g0436900	4	21728529	21738217	""
Os04g0437000	4	21733625	21734709	ONAC079
Os04g0437300	4	21745662	21747557	OsPUB38
Os04g0437401	4	21747808	21747880	""
Os04g0437500	4	21750917	21752359	""
Os04g0437600	4	21752568	21758576	""
Os04g0437700	4	21757955	21759431	""
Os04g0437900	4	21766009	21768900	""
Os04g0438101	4	21784727	21786221	""
Os04g0438200	4	21791510	21792300	""
Os04g0438300	4	21792887	21795243	""
Os04g0438400	4	21795770	21797246	OsPME13
Os04g0438500	4	21799231	21801625	""
Os04g0438600	4	21812159	21816137	""
Os04g0438651	4	21814719	21815195	""
Os04g0438700	4	21818180	21823704	OsC3H28
Os04g0438900	4	21826905	21830399	""
Os04g0439100	4	21842292	21848134	""
Os04g0439200	4	21853482	21856316	""
Os04g0439300	4	21856942	21858679	""
Os04g0439400	4	21864503	21867815	""
Os04g0439501	4	21875562	21878159	""
Os04g0439600	4	21878937	21881780	OsCRR1
Os04g0439900	4	21886998	21892936	""
Os04g0440000	4	21893373	21896405	OJ000114_01.13
Os04g0440100	4	21897086	21904760	UPF3
Os04g0440300	4	21912154	21914363	OsFbox211
Os04g0440400	4	21929866	21932000	OsFbox212
Os04g0441600	4	21966332	21969820	""
Os04g0441650	4	21966692	21969659	""
Os04g0441700	4	21970308	21972359	""
Os04g0441800	4	21970849	21975757	OSJNBa0064D20.8
Os04g0441900	4	21989594	21995101	OSJNBa0064D20.9
Os04g0442000	4	22006405	22012018	OsARF9
Os04g0442050	4	22010567	22011386	""
Os04g0442100	4	22014111	22017058	OSJNBa0064D20.12
Os04g0442200	4	22017906	22024024	""
Os04g0442300	4	22023832	22027680	OSRR1
Os04g0442700	4	22048088	22048832	""
Os04g0442800	4	22059917	22062075	""
Os04g0443000	4	22075030	22077786	""
Os04g0443200	4	22078839	22079508	""
Os04g0443300	4	22081905	22084258	OsGH9B4
Os04g0443400	4	22081921	22084216	""
ENSRNA049447937	4	22086306	22086387	tRNA-Ser
Os04g0443500	4	22087681	22093176	""
Os04g0443700	4	22095067	22097462	""
Os04g0443750	4	22100238	22101910	""
Os04g0443801	4	22103142	22108833	OPR13
Os04g0443850	4	22103484	22105071	""
Os04g0443900	4	22118247	22122536	""
Os04g0443951	4	22123587	22124357	""
Os04g0444100	4	22143825	22144352	MLS
Os04g0444050	4	22143874	22144354	""
Os04g0444200	4	22149778	22155328	OsCaM
Os04g0444250	4	22154341	22154867	""
Os04g0444300	4	22157298	22159233	OsARGOS
Os04g0444400	4	22161607	22166296	OsMLO5
Os04g0444600	4	22168354	22170852	OsRpn6
Os04g0444800	4	22182599	22186919	OsFRO7
Os04g0444900	4	22189044	22191821	""
Os04g0445000	4	22192042	22194604	OsSKOR
Os04g0445025	4	22192330	22193534	""
Os04g0445050	4	22196062	22196846	""
Os04g0445100	4	22200999	22201929	HSP23.2
Os04g0445150	4	22201022	22201649	""
Os04g0445200	4	22203158	22203891	""
Os04g0445300	4	22205218	22205909	""
Os04g0445400	4	22206784	22209481	""
ENSRNA049448355	4	22209942	22210014	tRNA-Ala
Os04g0445600	4	22212579	22214401	""
Os04g0445700	4	22216936	22221343	""
Os04g0445800	4	22223723	22227030	LSM1
Os04g0445850	4	22223920	22226899	""
Os04g0445900	4	22229872	22230561	""
Os04g0446000	4	22231245	22236732	""
Os04g0446050	4	22239372	22242241	""
Os04g0446100	4	22239380	22242286	""
Os04g0446200	4	22243767	22246346	""
Os04g0446300	4	22246672	22249716	""
Os04g0446401	4	22255968	22257458	""
Os04g0446500	4	22258294	22262579	OsFKBP58
Os04g0446600	4	22264613	22266616	""
Os04g0446700	4	22267085	22272315	""
Os04g0446750	4	22268375	22272141	""
Os04g0447100	4	22304995	22309225	SPH
Os04g0447166	4	22308320	22309009	""
Os04g0447300	4	22313157	22313951	""
Os04g0447400	4	22314079	22316433	""
Os04g0447500	4	22316723	22319604	""
Os04g0447533	4	22316852	22319418	""
Os04g0447600	4	22321302	22323516	""
Os04g0447566	4	22321306	22322331	""
Os04g0447700	4	22323860	22326881	""
Os04g0447650	4	22323986	22324931	""
Os04g0447800	4	22330191	22332343	OsGAD2
Os04g0447900	4	22332663	22333423	OsOFP24
Os04g0447950	4	22335006	22337094	""
Os04g0448000	4	22335579	22337098	""
Os04g0448100	4	22337500	22339890	""
Os04g0448200	4	22340794	22346461	""
Os04g0448250	4	22341408	22346394	""
Os04g0448300	4	22347957	22349743	""
Os04g0448500	4	22353707	22355207	OsAP37
Os04g0448550	4	22353818	22355210	""
Os04g0448600	4	22355336	22357930	""
Os04g0448700	4	22358725	22361651	""
Os04g0448800	4	22362240	22367202	OsPT17
Os04g0448900	4	22369763	22376615	OsABA1
Os04g0448950	4	22372127	22373089	""
Os04g0449000	4	22377034	22379345	""
Os04g0449100	4	22381340	22383531	""
Os04g0449200	4	22385360	22387707	""
Os04g0449300	4	22385657	22387285	""
Os04g0449400	4	22389359	22394048	OsPP2C40
Os04g0449450	4	22389554	22393828	""
Os04g0449500	4	22396531	22401800	""
Os04g0449700	4	22396840	22401579	""
Os04g0449900	4	22414499	22419109	""
Os04g0449950	4	22415897	22417223	""
Os04g0450000	4	22425447	22426564	""
Os04g0450100	4	22428835	22431568	""
Os04g0450150	4	22432163	22432622	""
Os04g0450200	4	22433781	22434743	""
Os04g0450250	4	22435568	22436126	""
Os04g0450300	4	22435662	22436681	""
Os04g0450400	4	22442143	22443686	""
Os04g0450500	4	22445324	22447425	""
Os04g0450600	4	22448084	22450533	""
Os04g0450701	4	22452038	22452591	OsAGP4
Os04g0450800	4	22461303	22464042	RH3.2A
Os04g0450825	4	22463001	22463756	""
Os04g0450850	4	22465257	22466788	""
Os04g0450900	4	22466803	22469010	""
Os04g0451000	4	22466836	22469717	""
Os04g0451100	4	22472184	22479333	""
Os04g0451200	4	22481487	22483248	""
Os04g0451700	4	22530926	22531513	""
Os04g0452000	4	22534358	22540942	OsPP2C41
Os04g0452100	4	22549901	22555038	OsCRY1b
Os04g0452300	4	22562756	22566945	""
Os04g0452350	4	22562930	22564740	""
Os04g0452400	4	22567565	22573571	""
Os04g0452500	4	22582841	22592982	OsZEP1
Os04g0452600	4	22594108	22595839	""
Os04g0452650	4	22594347	22595639	""
Os04g0452700	4	22598600	22601272	OsMST1
Os04g0453200	4	22611924	22620016	""
Os04g0453233	4	22622399	22628124	""
Os04g0453266	4	22626439	22627085	""
Os04g0453300	4	22627633	22628157	""
Os04g0453400	4	22628203	22633280	""
Os04g0453450	4	22628584	22629867	""
Os04g0453500	4	22645052	22648129	""
Os04g0453700	4	22650456	22651035	""
Os04g0453950	4	22650547	22651335	""
Os04g0454200	4	22744192	22748050	""
Os04g0454250	4	22746747	22747784	""
Os04g0454600	4	22761385	22766175	""
Os04g0454900	4	22773497	22778458	""
Os04g0455200	4	22782808	22783859	""
Os04g0455401	4	22784803	22791245	""
Os04g0455600	4	22795172	22798775	HN1L
Os04g0455650	4	22795530	22796751	""
Os04g0455700	4	22800689	22801366	""
Os04g0455800	4	22802750	22806020	LIP1
Os04g0455900	4	22806717	22812160	""
Os04g0456100	4	22814406	22815161	""
Os04g0456200	4	22821083	22821718	""
Os04g0456300	4	22822633	22822926	""
Os04g0456700	4	22829317	22830301	OSJNBa0036B21.4
Os04g0456900	4	22834019	22835912	""
Os04g0457000	4	22835913	22837163	CP24
Os04g0457100	4	22836195	22837571	""
Os04g0457200	4	22837855	22840529	""
Os04g0457300	4	22848936	22851573	""
Os04g0457400	4	22853864	22854421	""
Os04g0457500	4	22855680	22860859	""
ENSRNA049447951	4	22864399	22864470	tRNA-Trp
Os04g0457600	4	22864408	22864455	""
Os04g0457700	4	22865860	22866935	""
Os04g0457800	4	22867357	22872511	OsSERK2
Os04g0457900	4	22869747	22870194	""
Os04g0458000	4	22881022	22881510	""
Os04g0458200	4	22890297	22892741	IIP4
Os04g0458250	4	22890333	22892786	""
Os04g0458300	4	22893849	22898645	GalM4
Os04g0458400	4	22896501	22897550	""
Os04g0458600	4	22902577	22905619	""
Os04g0458800	4	22908544	22910057	""
Os04g0458900	4	22910423	22912423	OsPME14
Os04g0459000	4	22914766	22921280	MDR13
Os04g0459200	4	22929086	22929883	""
Os04g0459500	4	22937162	22939010	""
Os04g0459600	4	22939492	22942295	""
Os04g0459700	4	22943177	22946878	""
Os04g0459800	4	22947880	22951872	""
Os04g0459900	4	22954845	22960460	OsDegp5
Os04g0460050	4	22962172	22962495	OsCLE401
Os04g0460200	4	22969845	22971859	OsATL14
Os04g0460300	4	22977821	22980329	OsATL13
Os04g0460350	4	22980664	22981298	""
Os04g0460400	4	22982546	22983336	""
Os04g0460500	4	22986591	22988088	OSJNBa0072F16.9
Os04g0460600	4	22994561	22996624	NAC2
ENSRNA049447972	4	23001740	23001811	tRNA-Trp
Os04g0460750	4	23001749	23001796	""
Os04g0460900	4	23004695	23005301	""
Os04g0461000	4	23024212	23026644	Os-MYB39
Os04g0461050	4	23025575	23026136	""
Os04g0461100	4	23027355	23029002	""
Os04g0461300	4	23040201	23048445	OsMADS61
Os04g0461400	4	23045683	23056619	""
Os04g0461600	4	23059610	23060936	""
Os04g0461700	4	23069418	23075447	""
Os04g0461750	4	23076734	23077412	B1358B12.5
Os04g0461800	4	23078330	23081438	dw2(fh2)
Os04g0461900	4	23083335	23085438	""
Os04g0462200	4	23093153	23094065	OsLTPG11
Os04g0462300	4	23094153	23095938	""
Os04g0462400	4	23097997	23100389	OsLHT9
Os04g0462500	4	23104041	23107581	GF14B
Os04g0462550	4	23104860	23107358	""
Os04g0462600	4	23108129	23110654	""
Os04g0462800	4	23111052	23111847	""
Os04g0462700	4	23111203	23111701	""
Os04g0462900	4	23116120	23117957	B1358B12.15
Os04g0463000	4	23120224	23122721	""
Os04g0463100	4	23125252	23126013	""
Os04g0463200	4	23128561	23129948	""
Os04g0463300	4	23133289	23137358	""
Os04g0463400	4	23134256	23137105	OsVIT1
Os04g0463500	4	23139191	23142817	OASB1
Os04g0463600	4	23145069	23147396	""
Os04g0463700	4	23148230	23151738	""
Os04g0463800	4	23153453	23158544	""
Os04g0463900	4	23159815	23160093	""
Os04g0464100	4	23165556	23166329	""
Os04g0464200	4	23171516	23176332	BAD1
Os04g0464300	4	23178597	23179635	""
Os04g0464400	4	23178600	23182740	OsNRT1.3B
Os04g0464500	4	23185943	23190787	""
Os04g0464600	4	23190942	23192204	""
Os04g0464750	4	23199555	23200122	""
Os04g0464800	4	23212414	23218087	""
Os04g0464850	4	23213978	23218156	""
Os04g0464966	4	23226181	23228272	OsFbox217
Os04g0465000	4	23228941	23234936	""
Os04g0465100	4	23235808	23237158	prx55
Os04g0465300	4	23242302	23243199	GASR2
Os04g0465432	4	23272710	23275363	OsTBL53
Os04g0465500	4	23275807	23277462	""
Os04g0465600	4	23278475	23279374	""
Os04g0465700	4	23284808	23290500	OsRDR2
Os04g0465750	4	23289054	23289988	""
Os04g0465800	4	23291355	23295191	""
Os04g0465900	4	23294062	23295712	""
Os04g0466000	4	23301554	23302261	""
Os04g0466100	4	23305691	23309123	""
Os04g0466600	4	23315118	23318842	OsAIH
Os04g0466700	4	23318895	23326781	""
Os04g0467000	4	23329903	23331046	""
Os04g0467100	4	23331134	23336945	""
Os04g0467300	4	23354379	23355889	OSJNBa0016O02.7
Os04g0467400	4	23357015	23361819	OsCAF1-3
Os04g0467550	4	23362237	23364985	""
Os04g0467700	4	23362240	23364934	""
Os04g0467800	4	23367250	23371730	""
Os04g0467901	4	23371943	23378620	OsKCH2
Os04g0468000	4	23385292	23391194	""
Os04g0468600	4	23408498	23410250	""
Os04g0469000	4	23422508	23423336	""
Os04g0469300	4	23435713	23436494	""
Os04g0469400	4	23457978	23459630	""
Os04g0469425	4	23460674	23461204	""
Os04g0469500	4	23463357	23465726	OsPFK03
ENSRNA049448338	4	23465867	23465940	tRNA-Ile
Os04g0469700	4	23466554	23472222	""
Os04g0469800	4	23467167	23471592	D11
Os04g0470100	4	23492940	23495299	OsRab2A1
Os04g0470150	4	23496015	23496245	""
Os04g0470300	4	23500031	23502611	""
Os04g0470500	4	23506845	23509631	""
Os04g0470600	4	23510286	23512025	OsMYB80
Os04g0470650	4	23511183	23511503	""
Os04g0470700	4	23512858	23522971	OsAAP7A
Os04g0470801	4	23513188	23515224	""
Os04g0470901	4	23527103	23527678	""
Os04g0471000	4	23530482	23532361	""
Os04g0471100	4	23536981	23538057	""
Os04g0471300	4	23544095	23546859	""
Os04g0471400	4	23553857	23560611	""
Os04g0471700	4	23579872	23587188	OsWRKY35
Os04g0472100	4	23597779	23599291	OsFLA14
Os04g0472200	4	23599540	23600705	OsFLA13
Os04g0472300	4	23606790	23611023	""
Os04g0472333	4	23607586	23610242	""
Os04g0472400	4	23623103	23623723	""
Os04g0472500	4	23626693	23629799	OSJNBb0022F23.6
Os04g0472600	4	23630061	23630369	OsFbox218
Os04g0472700	4	23632417	23634575	""
ENSRNA049448329	4	23640193	23640264	tRNA-Asn
Os04g0472900	4	23640853	23643594	""
ENSRNA049473712	4	23643596	23644091	SSU_rRNA_eukarya
ENSRNA049473675	4	23644092	23644669	SSU_rRNA_eukarya
Os04g0473025	4	23650076	23654120	""
Os04g0473150	4	23653624	23654065	""
Os04g0473400	4	23660835	23663001	OsRPL6
Os04g0473800	4	23697370	23697895	FCP1
Os04g0473900	4	23698662	23707348	DWA1
Os04g0474300	4	23715504	23721730	Os4bglu9
Os04g0474432	4	23727465	23731790	""
Os04g0474500	4	23727976	23733621	Os4bglu10
Os04g0474550	4	23731897	23733945	""
Os04g0474700	4	23735317	23742375	Os4bglu11
Os04g0474800	4	23747600	23752774	Os4bglu12
Os04g0474900	4	23762465	23767401	OsTAGG1
Os04g0475000	4	23769604	23773444	""
Os04g0475100	4	23770072	23772456	""
Os04g0475200	4	23779181	23781629	""
Os04g0475250	4	23783964	23784823	""
Os04g0475300	4	23785534	23787991	""
Os04g0475400	4	23789421	23790269	ONAC080
Os04g0475500	4	23790794	23792871	OsV4
Os04g0475600	4	23795593	23797531	DAO
Os04g0475900	4	23818561	23819413	RMS
Os04g0476000	4	23826525	23829341	Os_F0756
Os04g0476100	4	23829769	23832791	OsDAO4
Os04g0476400	4	23843614	23847934	""
Os04g0476500	4	23849353	23853887	""
Os04g0476600	4	23859323	23863234	""
Os04g0476650	4	23862188	23863738	""
Os04g0476700	4	23866055	23867132	OsIRL3
Os04g0476800	4	23867557	23872076	""
Os04g0477000	4	23876327	23878830	""
Os04g0477025	4	23876831	23878695	""
Os05g0109400	5	514864	516038	""
Os05g0109600	5	516952	522941	""
Os05g0109650	5	519999	522451	""
Os05g0109825	5	538162	538877	""
Os05g0110000	5	538304	539630	OsRFP
Os05g0110100	5	542178	542952	""
Os05g0110200	5	548370	548715	""
Os05g0110300	5	552043	561773	""
Os05g0110500	5	562876	566453	OsRH17
Os05g0110600	5	566502	568227	""
Os05g0110700	5	568790	572502	""
Os05g0110800	5	575028	576861	""
Os05g0110900	5	577182	580396	OsRLCK176
Os05g0110925	5	577621	578943	""
Os05g0111000	5	593356	597828	RPA1C
Os05g0111100	5	599130	599776	""
Os05g0111200	5	600341	603186	""
Os05g0111300	5	605868	606764	OsMT2b
Os05g0111800	5	629508	632454	OsPP2C46
Os05g0111900	5	633900	638779	""
Os05g0112000	5	640321	643316	XB3
Os05g0112050	5	643035	643225	""
Os05g0112101	5	648654	650677	""
Os05g0112125	5	648904	650860	""
Os05g0112200	5	658112	660002	OsDof19
Os05g0112750	5	687860	690346	""
Os05g0112800	5	690765	691772	""
Os05g0112900	5	694205	698938	""
Os05g0113000	5	701583	705308	""
Os05g0113100	5	707050	707859	""
Os05g0113300	5	711549	715894	OsCHX12
